Object ID,clusters
59793c42-90c3-430e-a50a-304ca73145c5,0
5a61fd32-bbd3-4f00-be82-cf2d289aae52,3
a439513a-0523-41a0-b90d-c42f488b0682,0
d03efd74-c6ce-40d7-8e7c-96388b1e3302,7
ba9a2479-d86a-4264-b6d3-d3d4958b1d48,0
738ddcce-acdd-4324-8dc2-7651696d6baf,0
6305b3f1-ab12-48ed-8cfc-1e6820ed5f20,5
34574e87-170e-447e-a8c0-d0e967942541,5
1141e71f-fa94-4e5e-9012-c487854ec911,2
758a20f1-67ff-4b2a-a030-f2bb7f3c0641,0
824b8bc2-5c82-426c-b1b1-096a9d0797a5,5
c30ee962-9e48-426b-abc0-c40f539d5fb4,6
7ca08adc-f8fe-41fa-aa89-8a7e463efa48,2
9699f246-5656-4bb7-8917-6a210bcbffbc,1
a33f240d-a314-40fc-aff8-ea2ebfc67dfe,0
3a883fb5-d40e-4659-9954-1982160f9e1f,2
2e9497c8-8d3d-4ad0-ac12-82e2794128c2,1
b6892828-f192-4e36-9339-17ba997a1f05,8
5d31b563-0d3e-475e-a1e4-5a8b598b3891,2
400d1e2e-7eac-4648-8734-1c21d69ee40a,0
b25147e3-9912-4d73-9793-9f4361dc74bc,2
8d10ec16-bad3-4030-a300-00ef3cebbc13,0
bef03f3d-1ad1-47bb-b42d-ae7a98dea982,3
e5b17084-ba2a-433e-997d-31d026571e6b,4
3085a955-96ea-495d-9807-f61dca9992ad,6
e07a48f8-5e64-4583-a499-2f35d3d6c467,0
403a3b46-0370-4401-8dc1-73f866a95eac,4
c3f88f1a-94b4-491b-ba56-394ed5dd54bd,1
8dd2282a-69e1-4391-a0d2-016e8d898e85,0
9416f42d-97ab-4299-b933-cea84ce272ce,4
5990d521-3e56-419e-bdfd-fe745a0b610b,1
0bf0dbf6-36f5-4fd9-9bd7-b217b22edf67,8
9910efcf-396f-4e08-a751-9f7106050a4f,6
0afa0caf-3ecf-4616-97dc-e2558bc649fa,0
8ad5b117-5060-4c08-96db-73f5a717d894,3
f6427db3-0835-4174-90e8-7e5669703301,0
6fefa0e1-a706-46f2-b9da-4358502f78ad,2
4b31f41f-4660-47c1-b585-4c8110c2700d,0
7c01ae9a-66ea-440f-9370-6ad15cda29bf,6
50b8620f-19b5-4184-91e8-505df6df1074,0
4a0b6505-d466-462e-b4c0-a99988fdd4c2,0
831f2d8c-1769-425d-a051-4b46428be884,3
916e7cde-0056-46e3-b6d4-79cde8f47cba,8
525b19da-d9f6-4e37-8224-3539b15b7f6d,8
1dd0fa24-818c-43ba-80e0-3626262e8f0a,2
12ab2768-f561-4707-ae61-1453c66e176c,4
f7656c6b-4d66-4613-b3d5-c95e2c29e150,5
32cf2d4e-53b3-4413-b113-5425bf40d416,6
dba5cc67-89c5-4e2c-8623-69d4ee75fdba,1
28624647-47cc-49b7-9216-78a6be6c54f7,8
e7a607bc-dfa1-494b-bdab-1f51677befbb,1
d2fe9ade-839d-48bc-ba04-b61e3ee49ec7,3
5e4f119a-69de-4df8-8387-d13b1e026abe,3
81e07c20-79bf-4856-8cc5-b2c095a31823,4
929c3636-4db2-4db8-8ec3-0caf9ff0da96,7
cfe1d8b9-4bd8-4c42-9a2a-6a34e660f1b1,0
233da032-a179-48da-8a1a-b0595520a98d,3
c97a7a51-d031-4314-a833-6b4899ad6dcc,0
9b3b69d2-15db-4f28-a1b3-719efc011d1e,6
7586a9dc-8db9-4b6b-a7e4-8c502b46be96,4
96dfe6b4-0931-4738-962e-1ebfb05a8846,5
